,ans(1000),ans(100),ans(10),ans(1),+/-
87447,0,0,1,5,0
87448,0,6,1,6,1
87449,0,6,3,2,1
87450,0,5,3,9,0
87451,0,1,3,4,1
87452,0,1,6,7,0
87453,0,2,6,7,0
87454,0,3,1,5,0
87455,0,6,4,0,0
87456,0,1,1,8,0
87457,0,3,1,2,0
87458,0,7,3,0,1
87459,0,2,2,0,0
87460,0,3,9,1,1
87461,0,5,1,3,0
87462,0,7,2,2,1
87463,0,0,8,9,0
87464,0,9,4,6,1
87465,0,0,4,5,1
87466,0,0,4,8,1
87467,0,7,6,1,1
87468,0,0,7,0,1
87469,0,1,0,9,1
87470,0,1,5,9,1
87471,0,5,0,7,1
87472,0,5,7,8,1
87473,0,3,9,8,0
87474,0,5,5,8,0
87475,0,5,3,9,0
87476,0,0,3,9,0
87477,0,6,6,5,1
87478,0,3,6,1,1
87479,0,3,2,1,0
87480,0,0,0,5,1
87481,0,2,5,8,1
87482,0,3,3,8,1
87483,0,1,2,5,1
87484,0,1,5,3,1
87485,0,5,8,4,0
87486,0,7,1,1,1
87487,0,4,6,7,1
87488,0,1,3,9,0
87489,0,3,8,1,0
87490,0,2,6,0,1
87491,0,1,6,5,1
87492,0,5,8,2,1
87493,0,0,0,6,1
87494,0,2,5,6,1
87495,0,2,0,5,0
87496,0,4,6,7,1
87497,0,3,0,5,0
87498,0,6,6,3,1
87499,0,7,9,0,1
87500,0,3,9,7,0
87501,0,0,5,3,1
87502,0,3,8,2,1
87503,0,2,8,3,1
87504,0,7,5,9,0
87505,0,2,5,4,1
87506,0,4,9,0,0
87507,0,5,3,1,0
87508,0,0,2,2,0
87509,0,0,8,6,0
87510,0,3,0,3,1
87511,0,8,7,4,0
87512,0,1,6,3,0
87513,0,0,4,4,1
87514,0,2,3,2,0
87515,0,6,3,6,0
87516,0,6,1,8,0
87517,0,2,4,6,1
87518,0,4,5,5,1
87519,0,3,6,9,0
87520,0,3,9,3,0
87521,0,8,4,0,0
87522,0,6,9,9,0
87523,0,1,7,5,1
87524,0,0,6,2,0
87525,0,3,7,1,1
87526,0,5,4,0,1
87527,0,0,6,5,1
87528,0,6,3,2,0
87529,0,1,3,4,0
87530,0,8,5,8,1
87531,0,0,9,4,0
87532,0,8,1,3,0
87533,0,2,6,7,0
87534,0,4,0,9,1
87535,0,0,4,8,0
87536,0,6,0,8,0
87537,0,0,3,8,1
87538,0,0,7,0,1
87539,0,3,2,5,1
87540,0,2,3,2,1
87541,0,1,7,2,0
87542,0,3,2,2,0
87543,0,5,5,4,0
87544,0,7,1,1,0
87545,0,3,5,1,0
87546,0,2,6,2,0
87547,0,0,7,5,0
87548,0,0,6,1,1
87549,0,1,0,2,0
87550,0,5,2,0,0
87551,0,1,2,1,1
87552,0,5,8,2,1
87553,0,6,2,9,1
87554,0,9,6,3,1
87555,0,2,2,4,1
87556,0,2,2,6,0
87557,0,0,9,7,0
87558,0,8,3,8,0
87559,0,2,2,5,0
87560,0,3,4,3,1
87561,0,4,1,8,1
87562,0,2,6,4,0
87563,0,0,4,8,1
87564,0,4,7,3,1
87565,0,2,6,4,1
87566,0,4,1,3,1
87567,0,0,7,3,0
87568,0,5,4,0,0
87569,0,0,3,8,1
87570,0,0,5,5,0
87571,0,1,9,4,1
87572,0,0,8,2,1
87573,0,5,2,8,1
87574,0,2,6,5,1
87575,0,5,0,7,1
87576,0,0,2,3,1
87577,0,1,6,2,0
87578,0,1,1,9,0
87579,0,1,2,6,0
87580,0,6,8,4,1
87581,0,2,1,4,0
87582,0,7,5,4,0
87583,0,1,2,0,0
87584,0,8,8,1,1
87585,0,5,2,8,1
87586,0,3,4,5,0
87587,0,2,9,6,0
87588,0,7,5,1,1
87589,0,4,4,3,0
87590,0,3,3,2,1
87591,0,1,3,0,0
87592,0,6,3,0,0
87593,0,0,0,4,0
87594,0,3,0,0,0
87595,0,0,4,8,1
87596,0,7,2,5,0
87597,0,4,3,1,0
87598,0,3,8,5,0
87599,0,5,1,3,0
87600,0,5,9,3,1
87601,0,4,5,7,0
87602,0,3,4,3,0
87603,0,8,4,0,0
87604,0,4,1,4,0
87605,0,3,2,3,1
87606,0,4,2,7,0
87607,0,0,8,8,0
87608,0,0,9,8,1
87609,0,0,6,0,1
87610,0,0,2,2,1
87611,0,1,1,5,0
87612,0,7,7,0,0
87613,0,0,0,7,1
87614,0,2,1,9,1
87615,0,5,5,0,0
87616,0,3,0,7,0
87617,0,2,2,9,0
87618,0,5,0,8,1
87619,0,2,5,8,1
87620,0,1,7,3,0
87621,0,1,2,4,1
87622,0,1,0,3,0
87623,0,2,3,3,1
87624,0,0,3,6,0
87625,0,1,5,0,0
87626,0,2,5,4,0
87627,0,0,3,9,0
87628,0,5,5,2,1
87629,0,8,7,6,0
87630,0,3,4,0,1
87631,0,5,3,5,1
87632,0,5,4,8,1
87633,0,4,8,5,1
87634,0,2,8,7,0
87635,0,1,0,9,0
87636,0,2,3,6,1
87637,0,9,0,0,0
87638,0,7,7,8,0
87639,0,1,7,7,0
87640,0,0,8,4,0
87641,0,0,6,2,1
87642,0,5,7,0,0
87643,0,8,7,7,1
87644,0,5,5,3,0
87645,0,2,9,9,1
87646,0,3,7,0,0
87647,0,6,4,2,0
87648,0,0,0,7,0
87649,0,2,6,0,1
87650,0,4,5,7,1
87651,0,2,6,5,0
87652,0,8,4,4,0
87653,0,0,2,4,0
87654,0,1,6,2,0
87655,0,5,2,6,1
87656,0,3,1,2,1
87657,0,3,3,5,0
87658,0,0,5,6,0
87659,0,0,7,3,0
87660,0,1,9,6,1
87661,0,6,7,4,1
87662,0,0,4,8,0
87663,0,3,1,2,1
87664,0,1,5,2,1
87665,0,5,8,7,0
87666,0,0,2,3,0
87667,0,0,5,7,1
87668,0,5,6,0,0
87669,0,2,4,3,1
87670,0,4,8,9,1
87671,0,0,7,8,1
87672,0,8,4,4,0
87673,0,0,9,1,1
87674,0,5,0,7,0
87675,0,0,7,1,0
87676,0,2,0,2,1
87677,0,4,7,9,1
87678,0,6,2,2,0
87679,0,1,1,9,0
87680,0,2,5,8,0
87681,0,5,7,8,0
87682,0,0,6,0,0
87683,0,1,7,0,1
87684,0,4,2,7,0
87685,0,1,1,8,0
87686,0,2,7,0,1
87687,0,3,9,0,0
87688,0,3,8,7,0
87689,0,1,9,6,0
87690,0,3,6,0,1
87691,0,4,0,2,1
87692,0,2,5,7,1
87693,0,4,0,1,1
87694,0,1,2,8,0
87695,0,3,3,9,0
87696,0,1,7,4,1
87697,0,0,6,4,0
87698,0,2,8,7,0
87699,0,0,5,0,1
87700,0,7,4,7,0
87701,0,2,9,7,1
87702,0,7,6,6,1
87703,0,0,0,8,0
87704,0,3,1,9,1
87705,0,7,7,0,1
87706,0,2,9,3,1
87707,0,0,6,8,0
87708,0,3,4,8,0
87709,0,3,5,9,0
87710,0,1,5,0,0
87711,0,0,0,2,0
87712,0,5,0,9,0
87713,0,4,4,8,0
87714,0,3,7,7,0
87715,0,4,5,2,1
87716,0,1,7,1,0
87717,0,5,6,1,1
87718,0,3,8,8,1
87719,0,4,4,8,1
87720,0,6,6,8,0
87721,0,3,7,5,0
87722,0,4,3,4,0
87723,0,2,9,5,1
87724,0,1,1,7,1
87725,0,3,6,8,1
87726,0,2,5,7,1
87727,0,1,4,5,0
87728,0,2,9,8,1
87729,0,5,2,5,1
87730,0,0,4,9,1
87731,0,1,1,3,1
87732,0,0,2,0,1
87733,0,3,6,9,1
87734,0,0,2,0,0
87735,0,5,8,6,0
87736,0,0,8,9,0
87737,0,1,1,3,0
87738,0,0,8,2,1
87739,0,6,8,2,1
87740,0,2,5,5,1
87741,0,1,5,7,0
87742,0,4,5,2,1
87743,0,2,7,0,1
87744,0,1,0,6,0
87745,0,6,3,3,0
87746,0,4,0,7,1
87747,0,2,5,0,0
87748,0,4,0,3,1
87749,0,2,7,8,1
87750,0,5,2,9,0
87751,0,6,2,0,1
87752,0,7,6,2,0
87753,0,0,0,7,1
87754,0,2,2,7,0
87755,0,3,8,0,1
87756,0,5,3,1,1
87757,0,3,3,4,0
87758,0,8,3,7,1
87759,0,6,0,6,1
87760,0,1,9,4,0
87761,0,3,7,0,0
87762,0,0,0,5,1
87763,0,0,9,4,0
87764,0,2,8,7,1
87765,0,0,9,1,0
87766,0,3,5,8,0
87767,0,2,2,7,1
87768,0,0,4,1,0
87769,0,2,5,8,1
87770,0,2,6,5,1
87771,0,0,9,2,0
87772,0,4,6,6,1
87773,0,1,2,8,0
87774,0,1,6,5,1
87775,0,0,6,6,0
87776,0,2,6,6,1
87777,0,1,1,9,1
87778,0,5,6,0,1
87779,0,0,5,1,1
87780,0,0,1,4,1
87781,0,3,4,6,0
87782,0,2,3,5,0
87783,0,9,8,7,1
87784,0,2,0,3,0
87785,0,1,9,0,0
87786,0,1,2,0,0
87787,0,0,7,2,1
87788,0,4,9,8,0
87789,0,2,6,4,1
87790,0,2,4,4,1
87791,0,1,7,7,0
87792,0,1,0,4,1
87793,0,2,6,9,0
87794,0,3,5,0,1
87795,0,5,2,1,0
87796,0,5,3,0,0
87797,0,2,2,3,0
87798,0,1,3,3,1
87799,0,0,0,5,1
87800,0,1,6,8,1
87801,0,7,0,5,0
87802,0,2,3,6,0
87803,0,1,9,8,0
87804,0,0,9,1,0
87805,0,4,0,4,0
87806,0,5,5,3,1
87807,0,4,5,8,1
87808,0,1,8,6,1
87809,0,0,4,5,1
87810,0,3,4,4,0
87811,0,4,0,4,0
87812,0,9,7,4,1
87813,0,0,1,8,0
87814,0,6,8,5,1
87815,0,6,3,4,0
87816,0,7,3,5,1
87817,0,1,6,1,0
87818,0,2,8,1,1
87819,0,1,4,0,0
87820,0,1,7,6,1
87821,0,2,5,1,0
87822,0,1,1,4,1
87823,0,6,4,8,0
87824,0,0,1,4,1
87825,0,1,2,3,1
87826,0,7,9,2,0
87827,0,1,3,0,0
87828,0,5,7,5,0
87829,0,7,3,9,1
87830,0,6,0,8,0
87831,0,2,5,5,1
87832,0,3,1,1,1
87833,0,2,9,8,0
87834,0,2,5,1,1
87835,0,6,3,0,0
87836,0,7,6,2,1
87837,0,4,6,8,0
87838,0,4,0,6,0
87839,0,4,4,1,1
87840,0,5,2,4,0
87841,0,1,0,9,0
87842,0,7,3,4,0
87843,0,1,2,6,1
87844,0,0,5,8,0
87845,0,4,7,8,1
87846,0,5,2,4,1
87847,0,3,2,6,1
87848,0,1,5,6,0
87849,0,2,9,9,1
87850,0,1,2,2,0
87851,0,2,5,8,1
87852,0,1,6,9,1
87853,0,0,3,9,0
87854,0,3,3,6,0
87855,0,2,5,2,1
87856,0,6,8,5,0
87857,0,1,9,4,0
87858,0,0,4,9,1
87859,0,6,0,7,0
87860,0,0,5,1,0
87861,0,2,8,4,1
87862,0,2,4,8,1
87863,0,3,4,6,1
87864,0,6,6,0,0
87865,0,0,4,4,1
87866,0,7,7,9,0
87867,0,1,5,8,1
87868,0,0,2,7,0
87869,0,4,8,8,1
87870,0,5,9,0,1
87871,0,7,5,8,0
87872,0,2,0,6,0
87873,0,0,0,1,1
87874,0,0,8,5,1
87875,0,1,1,8,1
87876,0,7,5,7,0
87877,0,7,4,7,1
87878,0,0,5,6,0
87879,0,6,0,3,0
87880,0,0,9,5,1
87881,0,1,5,4,1
87882,0,2,4,4,1
87883,0,0,5,9,0
87884,0,2,9,9,1
87885,0,0,4,9,1
87886,0,2,1,5,0
87887,0,3,9,8,1
87888,0,3,1,7,1
87889,0,2,1,5,1
87890,0,1,6,4,0
87891,0,0,9,7,1
87892,0,0,4,8,1
87893,0,1,4,6,1
87894,0,3,7,0,0
87895,0,1,4,3,0
87896,0,0,5,3,1
87897,0,2,1,4,1
87898,0,2,1,6,0
87899,0,1,0,7,0
87900,0,5,1,7,0
87901,0,3,8,0,1
87902,0,1,2,2,1
87903,0,4,0,7,0
87904,0,0,0,3,1
87905,0,2,2,9,1
87906,0,0,1,8,1
87907,0,8,2,2,1
87908,0,4,1,7,0
87909,0,2,3,3,1
87910,0,2,7,7,0
87911,0,0,4,3,1
87912,0,0,3,2,0
87913,0,2,7,3,1
87914,0,4,3,0,1
87915,0,4,8,7,1
87916,0,5,2,7,0
87917,0,7,1,8,0
87918,0,2,4,1,0
87919,0,3,9,2,1
87920,0,0,6,8,0
87921,0,5,6,8,0
87922,0,2,3,0,0
87923,0,4,5,4,0
87924,0,3,1,0,0
87925,0,7,0,8,0
87926,0,0,9,9,1
87927,0,4,8,9,1
87928,0,2,5,4,0
87929,0,5,5,3,1
87930,0,3,0,6,0
87931,0,4,4,3,1
87932,0,5,3,6,1
87933,0,6,5,1,0
87934,0,7,2,4,0
87935,0,0,2,6,1
87936,0,6,3,3,0
87937,0,3,9,9,0
87938,0,1,8,5,0
87939,0,5,6,8,1
87940,0,5,5,6,1
87941,0,2,8,9,0
87942,0,0,2,3,1
87943,0,6,1,1,1
87944,0,7,8,0,1
87945,0,2,9,1,0
87946,0,1,5,1,1
87947,0,0,0,6,1
87948,0,1,9,2,0
87949,0,0,9,3,0
87950,0,3,7,7,1
87951,0,1,8,2,1
87952,0,8,4,9,1
87953,0,3,3,6,0
87954,0,4,0,3,0
87955,0,1,1,8,0
87956,0,4,2,4,1
87957,0,1,0,2,1
87958,0,4,5,3,1
87959,0,4,3,1,0
87960,0,6,4,3,0
87961,0,1,1,1,0
87962,0,8,6,7,0
87963,0,1,1,3,1
87964,0,0,9,6,1
87965,0,0,3,0,1
87966,0,2,1,5,0
87967,0,5,8,5,0
87968,0,1,1,5,1
87969,0,2,9,1,1
87970,0,0,9,5,1
87971,0,1,5,7,0
87972,0,2,4,6,1
87973,0,4,3,9,0
87974,0,0,8,6,1
87975,0,2,7,0,1
87976,0,4,5,6,0
87977,0,2,3,5,0
87978,0,2,8,2,0
87979,0,4,2,1,1
87980,0,0,7,6,0
87981,0,3,9,6,1
87982,0,3,1,1,0
87983,0,3,5,9,1
87984,0,2,6,0,0
87985,0,4,0,3,0
87986,0,8,8,7,0
87987,0,1,1,0,0
87988,0,2,9,4,0
87989,0,0,0,0,0
87990,0,0,5,1,0
87991,0,5,7,6,1
87992,0,5,6,0,1
87993,0,5,1,9,1
87994,0,0,4,7,0
87995,0,1,0,0,1
87996,0,1,7,8,1
87997,0,4,9,8,0
87998,0,1,4,3,0
87999,0,1,3,1,1
88000,0,0,8,9,1
88001,0,7,0,9,0
88002,0,4,4,0,0
88003,0,0,5,5,1
88004,0,5,4,2,1
88005,0,2,0,1,1
88006,0,0,0,1,1
88007,0,0,1,6,1
88008,0,2,7,5,1
88009,0,6,9,4,0
88010,0,0,8,0,1
88011,0,5,9,1,0
88012,0,0,6,3,1
88013,0,2,5,5,0
88014,0,8,2,3,1
88015,0,0,6,1,0
88016,0,3,9,5,0
88017,0,3,5,4,0
88018,0,2,1,9,1
88019,0,8,4,5,0
88020,0,1,2,4,0
88021,0,6,4,6,1
88022,0,5,7,0,1
88023,0,4,1,9,0
88024,0,2,8,3,0
88025,0,1,2,1,1
88026,0,1,9,7,1
88027,0,7,5,4,1
88028,0,1,3,9,0
88029,0,2,7,6,1
88030,0,6,6,5,0
88031,0,0,3,1,1
88032,0,3,6,0,1
88033,0,2,2,9,1
88034,0,1,0,5,1
88035,0,3,5,6,0
88036,0,1,1,6,1
88037,0,0,4,8,0
88038,0,1,0,1,1
88039,0,7,2,9,1
88040,0,4,9,6,1
88041,0,3,7,7,1
88042,0,6,1,0,1
88043,0,0,0,4,1
88044,0,5,5,0,1
88045,0,5,7,1,0
88046,0,0,5,0,0
88047,0,1,0,3,1
88048,0,1,4,3,0
88049,0,2,3,1,0
88050,0,0,1,3,1
88051,0,1,4,5,0
88052,0,3,8,2,1
88053,0,7,6,4,1
88054,0,3,8,5,1
88055,0,3,2,0,1
88056,0,4,3,6,0
88057,0,1,4,6,0
88058,0,0,8,7,0
88059,0,5,2,9,1
88060,0,0,0,9,1
88061,0,2,4,5,0
88062,0,2,1,4,0
88063,0,3,0,7,1
88064,0,3,7,8,0
88065,0,4,0,2,1
88066,0,7,1,1,0
88067,0,4,3,6,1
88068,0,3,0,5,0
88069,0,1,3,5,0
88070,0,3,1,8,0
88071,0,3,3,0,1
88072,0,0,9,7,0
88073,0,2,7,4,1
88074,0,1,2,4,1
88075,0,7,0,6,1
88076,0,0,8,7,0
88077,0,0,7,9,0
88078,0,6,8,0,0
88079,0,0,1,6,0
88080,0,0,6,1,0
88081,0,6,5,0,1
88082,0,3,1,7,1
88083,0,2,4,3,0
88084,0,1,9,3,1
88085,0,4,3,7,0
88086,0,7,2,8,0
88087,0,7,6,9,0
88088,0,1,0,4,0
88089,0,5,1,9,0
88090,0,1,8,3,0
88091,0,0,8,7,0
88092,0,6,3,8,0
88093,0,2,0,4,1
88094,0,7,4,2,0
88095,0,1,4,7,0
88096,0,2,0,1,0
88097,0,7,6,0,0
88098,0,1,0,7,1
88099,0,4,6,8,0
88100,0,1,5,6,1
88101,0,4,3,2,1
88102,0,0,4,4,1
88103,0,3,1,3,1
88104,0,5,8,9,0
88105,0,5,1,7,1
88106,0,0,7,6,0
88107,0,0,3,5,0
88108,0,1,4,3,1
88109,0,3,1,3,0
88110,0,5,5,0,0
88111,0,0,0,7,1
88112,0,5,9,7,1
88113,0,3,3,2,1
88114,0,2,0,0,1
88115,0,0,4,1,0
88116,0,6,3,2,1
88117,0,1,7,6,0
88118,0,2,1,3,0
88119,0,7,3,6,1
88120,0,3,0,7,1
88121,0,4,5,6,0
88122,0,0,0,1,1
88123,0,4,6,5,1
88124,0,2,9,8,1
88125,0,5,5,5,1
88126,0,1,8,2,0
88127,0,0,6,3,0
88128,0,5,5,9,1
88129,0,8,5,0,0
88130,0,4,4,1,1
88131,0,4,6,5,0
88132,0,8,0,7,0
88133,0,1,3,2,1
88134,0,6,5,4,0
88135,0,7,2,6,0
88136,0,4,5,0,1
88137,0,0,0,9,0
88138,0,4,6,3,0
88139,0,2,1,6,1
88140,0,4,9,0,1
88141,0,1,4,5,0
88142,0,4,1,7,0
88143,0,7,5,5,0
88144,0,1,7,9,1
88145,0,1,8,0,0
88146,0,7,6,1,1
88147,0,1,6,8,1
88148,0,2,1,4,1
88149,0,5,2,2,1
88150,0,3,4,3,1
88151,0,3,3,5,1
88152,0,6,7,4,1
88153,0,2,5,6,1
88154,0,2,5,9,1
88155,0,0,5,4,1
88156,0,8,1,6,0
88157,0,2,0,1,1
88158,0,1,1,3,1
88159,0,8,7,5,0
88160,0,4,4,5,1
88161,0,5,3,3,0
88162,0,2,7,8,1
88163,0,2,8,9,1
88164,0,2,6,8,1
88165,0,1,4,2,0
88166,0,1,4,4,0
88167,0,0,5,9,1
88168,0,0,4,0,1
88169,0,2,2,2,0
88170,0,1,3,1,1
88171,0,0,2,3,0
88172,0,7,3,4,0
88173,0,6,7,7,1
88174,0,0,7,3,1
88175,0,0,6,3,1
88176,0,6,4,3,1
88177,0,5,8,7,0
88178,0,2,7,9,1
88179,0,0,8,5,0
88180,0,1,4,4,1
88181,0,1,1,6,0
88182,0,0,1,3,0
88183,0,4,4,1,1
88184,0,1,6,5,1
88185,0,1,2,4,0
88186,0,0,7,6,1
88187,0,4,5,0,0
88188,0,2,9,0,1
88189,0,7,2,5,0
88190,0,0,6,1,1
88191,0,3,6,7,0
88192,0,6,5,9,1
88193,0,1,8,4,0
88194,0,0,0,8,1
88195,0,2,0,9,0
88196,0,4,0,7,0
88197,0,8,0,2,0
88198,0,2,1,8,0
88199,0,1,1,5,0
88200,0,2,4,9,1
88201,0,0,5,2,0
88202,0,0,6,7,0
88203,0,3,6,3,0
88204,0,5,8,9,1
88205,0,0,1,3,1
88206,0,0,8,6,1
88207,0,0,2,3,1
88208,0,1,4,0,1
88209,0,6,9,6,0
88210,0,1,3,6,1
88211,0,1,9,7,1
88212,0,3,1,5,1
88213,0,2,7,1,0
88214,0,0,4,3,1
88215,0,2,8,8,1
88216,0,2,9,5,1
88217,0,5,2,2,1
88218,0,6,4,3,1
88219,0,2,2,3,0
88220,0,6,5,1,1
88221,0,6,6,7,1
88222,0,6,4,1,0
88223,0,2,6,0,1
88224,0,1,5,8,1
88225,0,4,8,6,1
88226,0,1,9,5,1
88227,0,3,8,7,1
88228,0,0,8,4,0
88229,0,2,5,6,0
88230,0,5,8,9,1
88231,0,0,5,4,1
88232,0,2,5,5,1
88233,0,2,4,5,1
88234,0,3,6,9,1
88235,0,1,0,0,1
88236,0,0,7,0,0
88237,0,0,9,8,0
88238,0,7,2,3,0
88239,0,1,7,1,1
88240,0,2,0,3,0
88241,0,3,8,7,0
88242,0,8,2,9,1
88243,0,1,9,3,1
88244,0,1,8,8,0
88245,0,0,2,2,1
88246,0,0,2,3,0
88247,0,0,8,3,1
88248,0,4,7,1,0
88249,0,1,1,2,1
88250,0,8,8,6,0
88251,0,0,0,6,1
88252,0,3,9,7,0
88253,0,5,5,8,0
88254,0,1,5,8,0
88255,0,3,6,4,0
88256,0,3,1,1,1
88257,0,2,2,6,0
88258,0,0,6,4,1
88259,0,0,0,5,1
88260,0,1,1,1,0
88261,0,2,4,2,0
88262,0,5,3,7,1
88263,0,3,8,5,1
88264,0,0,9,1,1
88265,0,7,5,9,0
88266,0,6,0,6,0
88267,0,6,6,4,0
88268,0,4,1,9,0
88269,0,4,4,5,0
88270,0,1,7,5,1
88271,0,2,9,7,0
88272,0,0,0,9,1
88273,0,0,9,0,0
88274,0,1,4,3,0
88275,0,1,5,6,0
88276,0,4,3,1,0
88277,0,1,2,1,0
88278,0,6,1,3,0
88279,0,6,6,8,0
88280,0,5,4,9,0
88281,0,4,5,6,1
88282,0,2,0,7,0
88283,0,1,8,5,0
88284,0,0,6,9,1
88285,0,3,4,7,0
88286,0,3,8,6,0
88287,0,1,1,2,0
88288,0,8,0,3,1
88289,0,2,5,7,1
88290,0,3,5,1,0
88291,0,5,0,2,1
88292,0,4,4,5,1
88293,0,0,1,3,0
88294,0,5,4,4,0
88295,0,0,2,0,1
88296,0,2,1,4,0
88297,0,0,8,7,0
88298,0,1,4,9,0
88299,0,5,4,4,1
88300,0,2,3,9,0
88301,0,5,2,3,1
88302,0,3,8,9,0
88303,0,4,3,6,0
88304,0,1,1,6,0
88305,0,5,4,2,0
88306,0,0,1,4,1
88307,0,0,4,5,0
88308,0,2,7,6,0
88309,0,0,8,5,1
88310,0,7,9,8,0
88311,0,6,9,4,1
88312,0,5,6,7,1
88313,0,3,0,2,0
88314,0,6,1,1,0
88315,0,1,7,6,0
88316,0,6,1,7,1
88317,0,0,6,3,0
88318,0,4,8,5,0
88319,0,5,5,0,0
88320,0,2,7,8,0
88321,0,1,0,0,0
88322,0,0,0,5,1
88323,0,1,8,5,0
88324,0,0,9,6,0
88325,0,5,2,2,1
88326,0,3,2,9,0
88327,0,7,1,4,0
88328,0,5,8,5,1
88329,0,6,8,2,1
88330,0,2,6,5,1
88331,0,1,8,3,1
88332,0,6,3,0,1
88333,0,0,9,9,0
88334,0,6,2,7,1
88335,0,4,1,7,1
88336,0,0,8,7,0
88337,0,7,2,6,0
88338,0,0,7,4,1
88339,0,3,0,4,1
88340,0,0,4,2,0
88341,0,0,1,3,0
88342,0,7,5,9,0
88343,0,4,3,8,0
88344,0,4,8,1,1
88345,0,2,3,1,0
88346,0,6,7,1,0
88347,0,9,3,2,1
88348,0,0,7,2,0
88349,0,3,2,1,0
88350,0,6,6,3,1
88351,0,5,0,6,1
88352,0,2,0,8,1
88353,0,2,8,8,1
88354,0,0,8,2,0
88355,0,1,3,0,1
88356,0,7,9,1,0
88357,0,2,0,9,0
88358,0,6,3,9,0
88359,0,3,8,8,0
88360,0,8,5,7,1
88361,0,4,3,6,0
88362,0,3,4,5,0
88363,0,1,4,3,0
88364,0,4,6,8,1
88365,0,2,5,1,0
88366,0,0,5,8,0
88367,0,7,2,0,0
88368,0,2,1,6,1
88369,0,1,6,0,0
88370,0,7,0,9,1
88371,0,3,4,9,0
88372,0,0,0,9,1
88373,0,0,0,2,1
88374,0,3,2,8,0
88375,0,0,9,2,0
88376,0,3,1,6,0
88377,0,3,3,1,0
88378,0,5,2,9,1
88379,0,3,7,6,0
88380,0,0,1,8,0
88381,0,0,0,4,0
88382,0,7,2,5,0
88383,0,5,4,2,0
88384,0,3,8,9,1
88385,0,3,3,8,1
88386,0,0,2,9,1
88387,0,4,3,0,1
88388,0,1,6,4,0
88389,0,7,0,9,1
88390,0,5,2,8,0
88391,0,1,7,4,1
88392,0,0,8,3,1
88393,0,0,0,0,0
88394,0,5,8,0,0
88395,0,0,9,1,1
88396,0,1,4,6,1
88397,0,0,4,6,1
88398,0,3,6,0,0
88399,0,6,3,6,0
88400,0,7,5,0,0
88401,0,3,7,6,0
88402,0,1,0,0,0
88403,0,6,5,9,0
88404,0,0,2,5,1
88405,0,0,6,2,1
88406,0,0,2,3,1
88407,0,6,2,8,1
88408,0,2,1,6,1
88409,0,2,0,6,1
88410,0,5,1,6,0
88411,0,1,8,3,1
88412,0,9,0,3,1
88413,0,0,2,7,0
88414,0,6,2,0,1
88415,0,3,8,2,0
88416,0,6,7,8,1
88417,0,1,4,2,1
88418,0,5,3,3,0
88419,0,1,4,0,1
88420,0,6,6,6,1
88421,0,0,0,7,1
88422,0,0,7,4,1
88423,0,4,0,0,1
88424,0,6,6,2,0
88425,0,2,9,9,1
88426,0,5,1,7,1
88427,0,6,2,9,1
88428,0,5,4,3,0
88429,0,2,0,0,0
88430,0,1,5,7,0
88431,0,3,3,4,0
88432,0,6,1,3,1
88433,0,1,2,1,0
88434,0,0,9,2,0
88435,0,0,6,6,0
88436,0,1,8,9,0
88437,0,1,3,0,1
88438,0,2,7,3,1
88439,0,4,0,9,0
88440,0,5,0,6,0
88441,0,2,5,1,1
88442,0,5,5,2,0
88443,0,6,9,3,0
88444,0,8,5,4,0
88445,0,2,1,8,0
88446,0,3,5,9,1
88447,0,0,4,2,1
88448,0,2,8,5,1
88449,0,7,1,8,1
88450,0,4,5,0,0
88451,0,2,4,8,0
88452,0,0,3,3,1
88453,0,1,1,4,1
88454,0,7,4,1,1
88455,0,0,8,5,0
88456,0,4,4,6,0
88457,0,0,2,4,0
88458,0,5,4,6,0
88459,0,0,7,6,0
88460,0,9,2,2,1
88461,0,2,8,9,1
88462,0,4,1,9,0
88463,0,8,3,2,0
88464,0,1,9,1,1
88465,0,5,9,1,1
88466,0,0,3,5,1
88467,0,4,5,2,0
88468,0,5,1,3,1
88469,0,3,3,2,0
88470,0,1,1,4,0
88471,0,4,0,7,0
88472,0,3,9,1,0
88473,0,3,4,3,0
88474,0,1,2,1,0
88475,0,3,3,8,1
88476,0,3,9,9,0
88477,0,2,6,2,1
88478,0,7,8,8,0
88479,0,5,9,5,0
88480,0,1,8,5,0
88481,0,0,5,0,1
88482,0,0,7,0,0
88483,0,3,2,9,0
88484,0,4,5,2,0
88485,0,0,9,2,1
88486,0,6,0,0,1
88487,0,2,5,7,1
88488,0,4,8,4,0
88489,0,6,7,5,1
88490,0,3,2,7,1
88491,0,2,9,7,1
88492,0,3,8,5,1
88493,0,0,1,7,0
88494,0,6,5,3,1
88495,0,3,6,5,1
88496,0,5,7,8,1
88497,0,3,5,4,0
88498,0,6,3,4,1
88499,0,3,0,6,1
88500,0,5,4,8,1
88501,0,2,6,8,0
88502,0,3,0,3,1
88503,0,2,5,0,0
88504,0,5,6,6,1
88505,0,6,0,7,1
88506,0,6,8,3,0
88507,0,2,6,7,0
88508,0,6,1,3,1
88509,0,0,4,7,0
88510,0,0,1,3,0
88511,0,6,2,6,0
88512,0,1,5,7,0
88513,0,0,7,3,0
88514,0,2,4,3,0
88515,0,2,1,8,0
88516,0,7,4,9,0
88517,0,3,8,8,0
88518,0,1,5,0,0
88519,0,5,7,5,0
88520,0,4,5,6,1
